Energia [keV]
-0.13156676904987163
645.2057465357013
646.4439225013666
653.8729782953584
659.3209525442857
668.2358194970758
674.9219697116683
675.1696049048014
677.6459568361321
678.1412272223981
679.3794031880634
679.8746735743296
680.1223087674626
681.608119926261
681.8557551193941
683.8368366644585
684.5797422438577
684.8273774369908
684.8273774369908
685.0750126301238
685.0750126301238
686.3131885957891
686.3131885957891
687.7989997545875
688.0466349477205
688.2942701408535
688.5419053339866
689.0371757202528
691.0182572653172
691.7611628447164
691.7611628447164
692.5040684241155
692.9993388103817
692.9993388103817
692.9993388103817
692.9993388103817
692.9993388103817
693.7422443897808
693.7422443897808
693.9898795829139
693.9898795829139
694.237514776047
694.48514996918
694.9804203554462
694.9804203554462
695.2280555485792
695.2280555485792
695.9709611279784
696.4662315142446
696.4662315142446
696.7138667073775
696.7138667073775
696.9615019005106
696.9615019005106
696.9615019005106
697.2091370936437
697.9520426730429
698.1996778661759
698.447313059309
698.447313059309
698.694948252442
698.694948252442
698.9425834455751
699.1902186387082
699.1902186387082
699.1902186387082
699.1902186387082
699.1902186387082
699.6854890249742
699.6854890249742
699.9331242181073
699.9331242181073
700.1807594112404
700.4283946043735
700.4283946043735
700.9236649906395
700.9236649906395
700.9236649906395
700.9236649906395
701.1713001837726
701.1713001837726
701.1713001837726
701.1713001837726
701.1713001837726
701.9142057631718
701.9142057631718
701.9142057631718
702.1618409563049
702.1618409563049
702.4094761494379
702.4094761494379
702.4094761494379
702.6571113425709
702.904746535704
702.904746535704
702.904746535704
702.904746535704
703.1523817288371
703.1523817288371
703.1523817288371
703.4000169219702
703.4000169219702
703.6476521151033
703.8952873082362
703.8952873082362
703.8952873082362
703.8952873082362
704.1429225013693
704.1429225013693
704.3905576945024
704.3905576945024
704.3905576945024
704.6381928876355
704.6381928876355
704.6381928876355
704.8858280807685
704.8858280807685
704.8858280807685
704.8858280807685
704.8858280807685
705.1334632739016
705.1334632739016
705.3810984670346
705.6287336601677
705.8763688533007
705.8763688533007
706.1240040464338
706.1240040464338
706.1240040464338
706.3716392395669
706.3716392395669
706.3716392395669
706.3716392395669
706.3716392395669
706.6192744327
706.6192744327
706.6192744327
706.8669096258329
706.8669096258329
706.8669096258329
706.8669096258329
706.8669096258329
707.114544818966
707.3621800120991
707.3621800120991
707.3621800120991
707.6098152052322
707.6098152052322
707.6098152052322
707.6098152052322
707.8574503983652
707.8574503983652
707.8574503983652
707.8574503983652
707.8574503983652
708.3527207846313
708.3527207846313
708.6003559777644
708.6003559777644
708.6003559777644
708.6003559777644
708.6003559777644
708.8479911708974
708.8479911708974
708.8479911708974
709.0956263640305
709.0956263640305
709.0956263640305
709.0956263640305
709.0956263640305
709.0956263640305
709.0956263640305
709.0956263640305
709.3432615571636
709.3432615571636
709.3432615571636
709.5908967502966
709.8385319434296
709.8385319434296
709.8385319434296
709.8385319434296
710.0861671365627
710.3338023296958
710.3338023296958
710.3338023296958
710.5814375228289
710.5814375228289
710.5814375228289
710.5814375228289
710.5814375228289
710.5814375228289
710.5814375228289
710.5814375228289
710.829072715962
710.829072715962
710.829072715962
711.0767079090949
711.324343102228
711.324343102228
711.324343102228
711.324343102228
711.324343102228
711.5719782953611
711.5719782953611
711.5719782953611
711.5719782953611
711.8196134884942
711.8196134884942
711.8196134884942
711.8196134884942
712.0672486816272
712.0672486816272
712.0672486816272
712.0672486816272
712.0672486816272
712.0672486816272
712.3148838747603
712.3148838747603
712.3148838747603
712.3148838747603
712.5625190678933
712.5625190678933
712.8101542610264
