Energy  Counts
4.040608e+00 0
4.288890e+00 0
4.537173e+00 0
4.785458e+00 0
5.033745e+00 0
5.282033e+00 0
5.530322e+00 0
5.778614e+00 0
6.026906e+00 0
6.275200e+00 0
6.523496e+00 0
6.771793e+00 0
7.020092e+00 0
7.268392e+00 0
7.516694e+00 0
7.764997e+00 0
8.013302e+00 0
8.261608e+00 0
8.509916e+00 0
8.758225e+00 0
9.006536e+00 0
9.254848e+00 0
9.503162e+00 0
9.751477e+00 0
9.999794e+00 0
1.024811e+01 0
1.049643e+01 0
1.074475e+01 0
1.099308e+01 0
1.124140e+01 0
1.148973e+01 0
1.173806e+01 0
1.198638e+01 0
1.223471e+01 0
1.248305e+01 0
1.273138e+01 0
1.297972e+01 0
1.322805e+01 0
1.347639e+01 0
1.372473e+01 0
1.397307e+01 0
1.422141e+01 0
1.446976e+01 0
1.471810e+01 0
1.496645e+01 0
1.521480e+01 0
1.546315e+01 0
1.571150e+01 0
1.595986e+01 0
1.620821e+01 0
1.645657e+01 0
1.670492e+01 0
1.695328e+01 0
1.720164e+01 0
1.745001e+01 0
1.769837e+01 0
1.794674e+01 0
1.819510e+01 0
1.844347e+01 0
1.869184e+01 0
1.894021e+01 0
1.918859e+01 0
1.943696e+01 0
1.968534e+01 0
1.993372e+01 0
2.018209e+01 0
2.043048e+01 0
2.067886e+01 0
2.092724e+01 0
2.117563e+01 0
2.142401e+01 0
2.167240e+01 0
2.192079e+01 0
2.216918e+01 0
2.241758e+01 0
2.266597e+01 0
2.291437e+01 0
2.316276e+01 0
2.341116e+01 0
2.365956e+01 0
2.390796e+01 0
2.415637e+01 0
2.440477e+01 0
2.465318e+01 0
2.490159e+01 0
2.515000e+01 0
2.539841e+01 0
2.564682e+01 0
2.589523e+01 0
2.614365e+01 0
2.639207e+01 0
2.664049e+01 0
2.688891e+01 0
2.713733e+01 0
2.738575e+01 0
2.763418e+01 0
2.788260e+01 0
2.813103e+01 0
2.837946e+01 0
2.862789e+01 0
2.887632e+01 0
2.912476e+01 0
2.937319e+01 0
2.962163e+01 0
2.987007e+01 0
3.011851e+01 0
3.036695e+01 0
3.061539e+01 0
3.086384e+01 0
3.111228e+01 0
3.136073e+01 0
3.160918e+01 0
3.185763e+01 0
3.210608e+01 0
3.235453e+01 0
3.260299e+01 0
3.285145e+01 0
3.309990e+01 0
3.334836e+01 0
3.359682e+01 0
3.384529e+01 0
3.409375e+01 0
3.434222e+01 0
3.459068e+01 0
3.483915e+01 0
3.508762e+01 0
3.533610e+01 0
3.558457e+01 0
3.583304e+01 0
3.608152e+01 0
3.633000e+01 0
3.657848e+01 0
3.682696e+01 0
3.707544e+01 0
3.732392e+01 0
3.757241e+01 0
3.782090e+01 0
3.806939e+01 0
3.831788e+01 0
3.856637e+01 0
3.881486e+01 0
3.906335e+01 0
3.931185e+01 0
3.956035e+01 0
3.980885e+01 0
4.005735e+01 0
4.030585e+01 0
4.055435e+01 0
4.080286e+01 0
4.105137e+01 0
4.129987e+01 0
