Energy  Counts
5.386560e+00 0
5.636318e+00 0
5.886078e+00 0
6.135839e+00 0
6.385603e+00 0
6.635369e+00 0
6.885137e+00 0
7.134906e+00 0
7.384678e+00 0
7.634452e+00 0
7.884227e+00 0
8.134005e+00 0
8.383784e+00 0
8.633566e+00 0
8.883349e+00 0
9.133134e+00 0
9.382922e+00 0
9.632711e+00 0
9.882502e+00 0
1.013230e+01 0
1.038209e+01 0
1.063189e+01 0
1.088169e+01 0
1.113149e+01 0
1.138129e+01 0
1.163110e+01 0
1.188090e+01 0
1.213071e+01 0
1.238052e+01 0
1.263034e+01 0
1.288015e+01 0
1.312997e+01 0
1.337979e+01 0
1.362961e+01 0
1.387943e+01 0
1.412925e+01 0
1.437908e+01 0
1.462891e+01 0
1.487874e+01 0
1.512857e+01 0
1.537841e+01 0
1.562824e+01 0
1.587808e+01 0
1.612792e+01 0
1.637776e+01 0
1.662761e+01 0
1.687745e+01 0
1.712730e+01 0
1.737715e+01 0
1.762700e+01 0
1.787686e+01 0
1.812671e+01 0
1.837657e+01 0
1.862643e+01 0
1.887629e+01 0
1.912616e+01 0
1.937602e+01 0
1.962589e+01 0
1.987576e+01 0
2.012563e+01 0
2.037550e+01 0
2.062538e+01 0
2.087526e+01 0
2.112514e+01 0
2.137502e+01 0
2.162490e+01 0
2.187479e+01 0
2.212467e+01 0
2.237456e+01 0
2.262445e+01 0
2.287435e+01 0
2.312424e+01 0
2.337414e+01 0
2.362404e+01 0
2.387394e+01 0
2.412384e+01 0
2.437375e+01 0
2.462365e+01 0
2.487356e+01 0
2.512347e+01 0
2.537339e+01 0
2.562330e+01 0
2.587322e+01 0
2.612314e+01 0
2.637306e+01 0
2.662298e+01 0
2.687290e+01 0
2.712283e+01 0
2.737276e+01 0
2.762269e+01 0
2.787262e+01 0
2.812256e+01 0
2.837249e+01 0
2.862243e+01 0
2.887237e+01 0
2.912231e+01 0
2.937226e+01 0
2.962220e+01 0
2.987215e+01 0
3.012210e+01 0
3.037205e+01 0
3.062201e+01 0
3.087196e+01 0
3.112192e+01 0
3.137188e+01 0
3.162184e+01 0
3.187181e+01 0
3.212177e+01 0
3.237174e+01 0
3.262171e+01 0
3.287168e+01 0
3.312165e+01 0
3.337163e+01 0
3.362161e+01 0
3.387159e+01 0
3.412157e+01 0
3.437155e+01 0
3.462154e+01 0
3.487152e+01 0
3.512151e+01 0
3.537150e+01 0
3.562150e+01 0
3.587149e+01 0
3.612149e+01 0
3.637149e+01 0
3.662149e+01 0
3.687149e+01 0
3.712150e+01 0
3.737150e+01 0
3.762151e+01 0
3.787152e+01 0
3.812154e+01 0
3.837155e+01 0
3.862157e+01 0
3.887159e+01 0
3.912161e+01 0
3.937163e+01 0
3.962165e+01 0
3.987168e+01 0
4.012171e+01 0
4.037174e+01 0
4.062177e+01 0
4.087181e+01 0
4.112184e+01 0
4.137188e+01 0
4.162192e+01 0
4.187196e+01 0
4.212201e+01 0
4.237205e+01 0
4.262210e+01 0
4.287215e+01 0
4.312220e+01 0
4.337226e+01 0
4.362231e+01 0
4.387237e+01 0
4.412243e+01 0
4.437249e+01 0
4.462256e+01 0
4.487262e+01 0
4.512269e+01 0
4.537276e+01 0
4.562283e+01 0
4.587290e+01 0
4.612298e+01 0
4.637306e+01 0
4.662314e+01 0
4.687322e+01 0
4.712330e+01 0
4.737339e+01 0
4.762347e+01 0
4.787356e+01 0
4.812365e+01 0
4.837375e+01 0
4.862384e+01 0
4.887394e+01 0
4.912404e+01 0
4.937414e+01 0
4.962424e+01 0
4.987435e+01 0
5.012445e+01 0
