Energy  Counts
3.385596e+00 0
3.631404e+00 0
3.877215e+00 0
4.123029e+00 0
4.368846e+00 0
4.614666e+00 0
4.860489e+00 0
5.106315e+00 0
5.352144e+00 0
5.597977e+00 0
5.843812e+00 0
6.089651e+00 0
6.335492e+00 0
6.581337e+00 0
6.827184e+00 0
7.073035e+00 0
7.318889e+00 0
7.564745e+00 0
7.810605e+00 0
8.056468e+00 0
8.302334e+00 0
8.548203e+00 0
8.794075e+00 0
9.039950e+00 0
9.285828e+00 0
9.531710e+00 0
9.777594e+00 0
1.002348e+01 0
1.026937e+01 0
1.051527e+01 0
1.076116e+01 0
1.100706e+01 0
1.125296e+01 0
1.149887e+01 0
1.174478e+01 0
1.199069e+01 0
1.223660e+01 0
1.248252e+01 0
1.272844e+01 0
1.297437e+01 0
1.322029e+01 0
1.346623e+01 0
1.371216e+01 0
1.395809e+01 0
1.420403e+01 0
1.444998e+01 0
1.469592e+01 0
1.494187e+01 0
1.518782e+01 0
1.543378e+01 0
1.567973e+01 0
1.592569e+01 0
1.617166e+01 0
1.641763e+01 0
1.666359e+01 0
1.690957e+01 0
1.715554e+01 0
1.740152e+01 0
1.764750e+01 0
1.789349e+01 0
1.813948e+01 0
1.838547e+01 0
1.863146e+01 0
1.887746e+01 0
1.912346e+01 0
1.936947e+01 0
1.961547e+01 0
1.986148e+01 0
2.010749e+01 0
2.035351e+01 0
2.059953e+01 0
2.084555e+01 0
2.109158e+01 0
2.133760e+01 0
2.158363e+01 0
2.182967e+01 0
2.207571e+01 0
2.232175e+01 0
2.256779e+01 0
2.281383e+01 0
2.305988e+01 0
2.330594e+01 0
2.355199e+01 0
2.379805e+01 0
2.404411e+01 0
2.429018e+01 0
2.453624e+01 0
2.478232e+01 0
2.502839e+01 0
2.527447e+01 0
2.552055e+01 0
2.576663e+01 0
2.601271e+01 0
2.625880e+01 0
2.650490e+01 0
2.675099e+01 0
2.699709e+01 0
2.724319e+01 0
2.748929e+01 0
2.773540e+01 0
2.798151e+01 0
2.822763e+01 0
2.847374e+01 0
2.871986e+01 0
2.896599e+01 0
2.921211e+01 0
2.945824e+01 0
2.970437e+01 0
2.995051e+01 0
3.019664e+01 0
3.044279e+01 0
3.068893e+01 0
3.093508e+01 0
3.118123e+01 0
3.142738e+01 0
3.167354e+01 0
3.191970e+01 0
3.216586e+01 0
3.241202e+01 0
3.265819e+01 0
3.290436e+01 0
3.315054e+01 0
3.339672e+01 0
3.364290e+01 0
3.388908e+01 0
3.413527e+01 0
3.438146e+01 0
3.462765e+01 0
3.487385e+01 0
3.512005e+01 0
3.536625e+01 0
3.561245e+01 0
3.585866e+01 0
3.610487e+01 0
3.635109e+01 0
3.659730e+01 0
3.684352e+01 0
3.708975e+01 0
3.733597e+01 0
3.758220e+01 0
3.782844e+01 0
3.807467e+01 0
3.832091e+01 0
3.856715e+01 0
3.881340e+01 0
3.905965e+01 0
3.930590e+01 0
3.955215e+01 0
3.979841e+01 0
4.004467e+01 0
4.029093e+01 0
4.053720e+01 0
4.078347e+01 0
4.102974e+01 0
4.127602e+01 0
4.152229e+01 0
4.176858e+01 0
4.201486e+01 0
4.226115e+01 0
4.250744e+01 0
4.275373e+01 0
4.300003e+01 0
4.324633e+01 0
4.349263e+01 0
4.373894e+01 0
4.398525e+01 0
4.423156e+01 0
4.447788e+01 0
4.472419e+01 0
4.497052e+01 0
4.521684e+01 0
4.546317e+01 0
4.570950e+01 0
4.595583e+01 0
4.620217e+01 0
4.644851e+01 0
4.669485e+01 0
4.694120e+01 0
4.718754e+01 0
4.743390e+01 0
4.768025e+01 0
4.792661e+01 0
4.817297e+01 0
4.841933e+01 0
4.866570e+01 0
4.891207e+01 0
4.915845e+01 0
4.940482e+01 0
4.965120e+01 0
4.989758e+01 0
5.014397e+01 0
5.039036e+01 0
5.063675e+01 0
5.088314e+01 0
5.112954e+01 0
5.137594e+01 0
5.162235e+01 0
5.186875e+01 0
5.211516e+01 0
5.236158e+01 0
5.260799e+01 0
5.285441e+01 0
5.310083e+01 0
5.334726e+01 0
5.359369e+01 0
5.384012e+01 0
5.408655e+01 0
5.433299e+01 0
5.457943e+01 0
5.482588e+01 0
5.507232e+01 0
5.531877e+01 0
5.556522e+01 0
5.581168e+01 0
5.605814e+01 0
5.630460e+01 0
5.655107e+01 0
5.679753e+01 0
5.704401e+01 0
5.729048e+01 0
5.753696e+01 0
5.778344e+01 0
5.802992e+01 0
5.827641e+01 0
5.852290e+01 0
5.876939e+01 0
5.901588e+01 0
5.926238e+01 0
5.950888e+01 0
5.975539e+01 0
6.000190e+01 0
6.024841e+01 0
6.049492e+01 0
6.074144e+01 0
6.098796e+01 0
6.123448e+01 0
6.148101e+01 0
6.172754e+01 0
6.197407e+01 0
6.222060e+01 0
6.246714e+01 0
6.271368e+01 0
6.296023e+01 0
6.320678e+01 0
6.345333e+01 0
6.369988e+01 0
6.394644e+01 0
6.419300e+01 0
6.443956e+01 0
6.468613e+01 0
6.493269e+01 0
6.517927e+01 0
6.542584e+01 0
6.567242e+01 0
6.591900e+01 0
6.616558e+01 0
6.641217e+01 0
6.665876e+01 0
6.690536e+01 0
6.715195e+01 0
6.739855e+01 0
6.764515e+01 0
6.789176e+01 0
6.813837e+01 0
6.838498e+01 0
6.863159e+01 0
6.887821e+01 0
6.912483e+01 0
6.937146e+01 0
6.961808e+01 0
6.986471e+01 0
7.011135e+01 0
7.035798e+01 0
7.060462e+01 0
7.085126e+01 0
7.109791e+01 0
7.134456e+01 0
7.159121e+01 0
7.183786e+01 0
7.208452e+01 0
7.233118e+01 0
7.257785e+01 0
7.282451e+01 0
7.307118e+01 0
7.331786e+01 0
7.356453e+01 0
7.381121e+01 0
