Energy  Counts
1.927293e+00 0
2.163329e+00 0
2.399366e+00 0
2.635405e+00 0
2.871446e+00 0
3.107489e+00 0
3.343533e+00 0
3.579580e+00 0
3.815628e+00 0
4.051678e+00 0
4.287730e+00 0
4.523783e+00 0
4.759839e+00 0
4.995896e+00 0
5.231955e+00 0
5.468015e+00 0
5.704078e+00 1
5.940142e+00 0
6.176208e+00 0
6.412276e+00 0
6.648346e+00 0
6.884418e+00 0
7.120491e+00 0
7.356566e+00 0
7.592643e+00 0
7.828722e+00 0
8.064802e+00 0
8.300885e+00 0
8.536969e+00 0
8.773055e+00 0
9.009142e+00 0
9.245232e+00 0
9.481323e+00 0
9.717416e+00 0
9.953511e+00 0
1.018961e+01 0
1.042571e+01 0
1.066181e+01 0
1.089791e+01 0
1.113401e+01 0
1.137012e+01 0
1.160623e+01 0
1.184234e+01 0
1.207845e+01 0
1.231456e+01 0
1.255067e+01 0
1.278679e+01 0
1.302291e+01 0
1.325903e+01 0
1.349515e+01 0
1.373127e+01 0
1.396740e+01 0
1.420353e+01 0
1.443966e+01 0
1.467579e+01 0
1.491192e+01 0
1.514805e+01 0
1.538419e+01 0
1.562033e+01 0
1.585647e+01 0
1.609261e+01 0
1.632875e+01 0
1.656490e+01 0
1.680105e+01 0
1.703719e+01 0
1.727334e+01 0
1.750950e+01 0
1.774565e+01 0
1.798181e+01 0
1.821797e+01 0
1.845412e+01 0
1.869029e+01 0
1.892645e+01 0
1.916261e+01 0
1.939878e+01 0
1.963495e+01 0
1.987112e+01 0
2.010729e+01 0
2.034347e+01 0
2.057964e+01 0
2.081582e+01 0
2.105200e+01 0
2.128818e+01 0
2.152436e+01 0
2.176055e+01 0
2.199674e+01 0
2.223292e+01 0
2.246911e+01 0
2.270531e+01 0
2.294150e+01 0
2.317770e+01 0
2.341389e+01 0
2.365009e+01 0
2.388629e+01 0
2.412250e+01 0
2.435870e+01 0
2.459491e+01 0
2.483111e+01 0
2.506732e+01 0
2.530354e+01 0
2.553975e+01 0
2.577597e+01 0
2.601218e+01 0
2.624840e+01 0
2.648462e+01 0
2.672084e+01 0
2.695707e+01 0
2.719330e+01 0
2.742952e+01 0
2.766575e+01 0
2.790198e+01 0
2.813822e+01 0
2.837445e+01 0
2.861069e+01 0
2.884693e+01 0
2.908317e+01 0
2.931941e+01 0
2.955566e+01 0
2.979190e+01 0
3.002815e+01 0
