Energy  Counts
-5.094873e-01 0
-2.799122e-01 0
-5.033724e-02 0
1.792376e-01 0
4.088124e-01 0
6.383870e-01 0
8.679616e-01 0
1.097536e+00 0
1.327110e+00 0
1.556685e+00 0
1.786259e+00 0
2.015833e+00 0
2.245407e+00 0
2.474980e+00 0
2.704554e+00 0
2.934128e+00 0
3.163701e+00 0
3.393275e+00 0
3.622848e+00 0
3.852421e+00 0
4.081994e+00 0
4.311567e+00 0
4.541140e+00 0
4.770713e+00 0
5.000285e+00 0
5.229858e+00 0
5.459430e+00 0
5.689002e+00 0
5.918575e+00 0
6.148147e+00 0
6.377719e+00 0
6.607291e+00 0
6.836862e+00 0
7.066434e+00 0
7.296006e+00 0
7.525577e+00 0
7.755148e+00 0
7.984720e+00 0
8.214291e+00 0
8.443862e+00 0
8.673433e+00 0
8.903004e+00 0
9.132574e+00 0
9.362145e+00 0
9.591715e+00 0
9.821286e+00 0
1.005086e+01 0
1.028043e+01 0
1.051000e+01 0
1.073957e+01 0
1.096914e+01 0
1.119871e+01 0
1.142828e+01 0
1.165785e+01 0
1.188741e+01 0
1.211698e+01 0
1.234655e+01 0
1.257612e+01 0
1.280569e+01 0
1.303526e+01 0
1.326483e+01 0
1.349440e+01 0
1.372397e+01 0
1.395353e+01 0
1.418310e+01 0
1.441267e+01 0
1.464224e+01 0
1.487181e+01 0
1.510138e+01 0
1.533094e+01 0
1.556051e+01 0
1.579008e+01 0
1.601965e+01 0
1.624921e+01 0
1.647878e+01 0
1.670835e+01 0
1.693792e+01 0
1.716748e+01 0
1.739705e+01 0
1.762662e+01 0
1.785618e+01 0
1.808575e+01 0
1.831532e+01 0
1.854488e+01 0
1.877445e+01 0
1.900401e+01 0
1.923358e+01 0
1.946315e+01 0
1.969271e+01 0
1.992228e+01 0
2.015184e+01 0
2.038141e+01 0
2.061097e+01 0
2.084054e+01 0
2.107010e+01 0
2.129967e+01 0
2.152923e+01 0
2.175880e+01 0
2.198836e+01 0
2.221793e+01 0
2.244749e+01 0
2.267706e+01 0
2.290662e+01 0
2.313619e+01 0
2.336575e+01 0
2.359531e+01 0
2.382488e+01 0
2.405444e+01 0
2.428401e+01 0
2.451357e+01 0
2.474313e+01 0
2.497270e+01 0
2.520226e+01 0
2.543182e+01 0
2.566139e+01 0
2.589095e+01 0
2.612051e+01 0
2.635007e+01 0
2.657964e+01 0
2.680920e+01 0
2.703876e+01 0
2.726832e+01 0
2.749789e+01 0
2.772745e+01 0
2.795701e+01 0
2.818657e+01 0
2.841613e+01 0
2.864570e+01 0
2.887526e+01 0
2.910482e+01 0
2.933438e+01 0
2.956394e+01 0
2.979350e+01 0
3.002306e+01 0
3.025262e+01 0
3.048219e+01 0
3.071175e+01 0
3.094131e+01 0
3.117087e+01 0
3.140043e+01 0
3.162999e+01 0
3.185955e+01 0
3.208911e+01 0
3.231867e+01 0
3.254823e+01 0
3.277779e+01 0
3.300735e+01 0
3.323691e+01 0
3.346647e+01 0
3.369603e+01 0
3.392558e+01 0
3.415514e+01 0
3.438470e+01 0
3.461426e+01 0
3.484382e+01 0
3.507338e+01 0
3.530294e+01 0
3.553250e+01 0
3.576205e+01 0
3.599161e+01 0
3.622117e+01 0
3.645073e+01 0
3.668029e+01 0
3.690984e+01 0
3.713940e+01 0
3.736896e+01 0
3.759852e+01 0
3.782807e+01 0
3.805763e+01 0
3.828719e+01 0
3.851675e+01 0
3.874630e+01 0
3.897586e+01 0
3.920542e+01 0
3.943497e+01 0
3.966453e+01 0
3.989409e+01 0
4.012364e+01 0
4.035320e+01 0
4.058276e+01 0
4.081231e+01 0
4.104187e+01 0
4.127142e+01 0
4.150098e+01 0
4.173053e+01 0
4.196009e+01 0
4.218965e+01 0
4.241920e+01 0
4.264876e+01 0
4.287831e+01 0
4.310787e+01 0
4.333742e+01 0
4.356698e+01 0
4.379653e+01 0
4.402608e+01 0
4.425564e+01 0
4.448519e+01 0
4.471475e+01 0
4.494430e+01 0
4.517386e+01 0
4.540341e+01 0
4.563296e+01 0
4.586252e+01 0
4.609207e+01 0
4.632162e+01 0
4.655118e+01 0
4.678073e+01 0
4.701028e+01 0
4.723984e+01 0
4.746939e+01 0
4.769894e+01 0
4.792849e+01 0
4.815805e+01 0
4.838760e+01 0
4.861715e+01 0
4.884670e+01 0
4.907626e+01 0
4.930581e+01 0
4.953536e+01 0
4.976491e+01 0
4.999446e+01 0
5.022402e+01 0
5.045357e+01 0
5.068312e+01 0
5.091267e+01 0
5.114222e+01 0
5.137177e+01 0
5.160132e+01 0
