Energy  Counts
3.378905e+00 0
3.618023e+00 0
3.857143e+00 0
4.096266e+00 0
4.335392e+00 0
4.574520e+00 0
4.813652e+00 0
5.052787e+00 0
5.291924e+00 0
5.531065e+00 0
5.770208e+00 0
6.009354e+00 0
6.248503e+00 0
6.487655e+00 0
6.726810e+00 0
6.965968e+00 0
7.205128e+00 0
7.444292e+00 0
7.683458e+00 0
7.922627e+00 0
8.161800e+00 0
8.400975e+00 0
8.640153e+00 0
8.879334e+00 0
9.118517e+00 0
9.357704e+00 0
9.596893e+00 0
9.836086e+00 0
1.007528e+01 0
1.031448e+01 0
1.055368e+01 0
1.079288e+01 0
1.103209e+01 0
1.127130e+01 0
1.151051e+01 0
1.174973e+01 0
1.198895e+01 0
1.222817e+01 0
1.246739e+01 0
1.270662e+01 0
1.294585e+01 0
1.318508e+01 0
1.342432e+01 0
1.366356e+01 0
1.390280e+01 0
1.414204e+01 0
1.438129e+01 0
1.462054e+01 0
1.485980e+01 0
1.509905e+01 0
1.533831e+01 0
1.557757e+01 0
1.581684e+01 0
1.605610e+01 0
1.629537e+01 0
1.653465e+01 0
1.677392e+01 0
1.701320e+01 0
1.725249e+01 0
1.749177e+01 0
1.773106e+01 0
1.797035e+01 0
1.820964e+01 0
1.844894e+01 0
1.868824e+01 0
1.892754e+01 0
1.916685e+01 0
1.940615e+01 0
1.964547e+01 0
1.988478e+01 0
2.012410e+01 0
2.036342e+01 0
2.060274e+01 0
2.084206e+01 0
2.108139e+01 0
2.132072e+01 0
2.156006e+01 0
2.179940e+01 0
2.203874e+01 0
2.227808e+01 0
2.251742e+01 0
2.275677e+01 0
2.299612e+01 0
2.323548e+01 0
2.347484e+01 0
2.371420e+01 0
2.395356e+01 0
2.419292e+01 0
2.443229e+01 0
2.467167e+01 0
2.491104e+01 0
2.515042e+01 0
2.538980e+01 0
2.562918e+01 0
2.586857e+01 0
2.610796e+01 0
2.634735e+01 0
2.658674e+01 0
2.682614e+01 0
2.706554e+01 0
2.730495e+01 0
2.754435e+01 0
2.778376e+01 0
2.802317e+01 0
2.826259e+01 0
2.850201e+01 0
2.874143e+01 0
2.898085e+01 0
2.922028e+01 0
2.945971e+01 0
2.969914e+01 0
2.993858e+01 0
3.017801e+01 0
3.041746e+01 0
3.065690e+01 0
3.089635e+01 0
3.113580e+01 0
3.137525e+01 0
3.161470e+01 0
3.185416e+01 0
3.209362e+01 0
3.233309e+01 0
3.257256e+01 0
3.281203e+01 0
3.305150e+01 0
3.329097e+01 0
3.353045e+01 0
3.376994e+01 0
3.400942e+01 0
3.424891e+01 0
3.448840e+01 0
3.472789e+01 0
3.496739e+01 0
3.520689e+01 0
3.544639e+01 0
3.568589e+01 0
3.592540e+01 0
3.616491e+01 0
3.640442e+01 0
3.664394e+01 0
3.688346e+01 0
3.712298e+01 0
3.736251e+01 0
3.760204e+01 0
3.784157e+01 0
3.808110e+01 0
3.832064e+01 0
3.856018e+01 0
3.879972e+01 0
3.903926e+01 0
3.927881e+01 0
3.951836e+01 0
3.975792e+01 0
3.999747e+01 0
4.023703e+01 0
4.047660e+01 0
4.071616e+01 0
4.095573e+01 0
4.119530e+01 0
4.143488e+01 0
4.167445e+01 0
4.191403e+01 0
4.215362e+01 0
4.239320e+01 0
4.263279e+01 0
4.287238e+01 0
4.311198e+01 0
4.335157e+01 0
4.359117e+01 0
4.383078e+01 0
4.407038e+01 0
4.430999e+01 0
4.454960e+01 0
4.478922e+01 0
4.502884e+01 0
4.526846e+01 0
4.550808e+01 0
4.574771e+01 0
