# Picco 1, Picco2, Segnale combinato
5.376243628924602262e+02,9.958894710088226248e+02,5.376243628924602262e+02
4.438805458298767235e+02,1.157341754952108204e+01,4.438805458298767235e+02
8.674732255718308807e+02,1.105899558171431636e+03,8.674732255718308807e+02
nan,6.007281064194785358e+00,nan
8.495094469428995581e+02,9.053282858673219380e+01,8.495094469428995581e+02
nan,1.254849651867706143e+03,nan
1.119471602769937590e+03,9.750432911548747370e+02,1.119471602769937590e+03
1.149336279036684346e+03,2.233690553445389924e+02,1.149336279036684346e+03
3.119610863723492002e+02,4.721962506288624581e+02,3.119610863723492002e+02
8.312798896542744842e+00,2.074776183296762611e-01,8.312798896542744842e+00
3.790213057037428825e+02,2.598526319039524424e+01,3.790213057037428825e+02
4.480819259568520465e+02,nan,4.480819259568520465e+02
nan,9.655498277494652939e+02,nan
2.243486657044095409e+02,3.668749254471631502e+02,2.243486657044095409e+02
nan,1.302485722832496094e+03,nan
4.115923752246708318e+02,1.094034366821666936e+03,4.115923752246708318e+02
1.097179566776283082e+03,2.510161947736401089e+01,1.097179566776283082e+03
9.783299540292058509e+02,3.500845941134273289e+02,9.783299540292058509e+02
1.128678066314971147e+03,1.193687976979954783e+03,1.128678066314971147e+03
1.063963539275727726e+03,nan,1.063963539275727726e+03
1.064271220506225063e+03,3.715612812640232505e+02,1.064271220506225063e+03
nan,1.207256413524059099e+03,nan
nan,1.017622581976973038e+03,nan
nan,nan,nan
5.293788696056943763e+02,1.245486939802315419e+03,5.293788696056943763e+02
1.486580280586277922e+02,7.136140319208834626e+00,1.486580280586277922e+02
nan,nan,nan
1.093319250114627948e+03,5.845164461178333113e+02,1.093319250114627948e+03
nan,9.130459197203972508e+02,nan
1.123090350380867221e+03,nan,1.123090350380867221e+03
1.065850523121492188e+03,nan,1.065850523121492188e+03
1.143151341676520815e+03,nan,1.143151341676520815e+03
nan,nan,nan
nan,1.230008547603920306e+02,nan
4.180238332794990583e+02,1.172531476795248864e+03,4.180238332794990583e+02
