# Picco 1, Picco2, Segnale combinato
3.890568573279717839e+02,4.293113053230936202e+02,3.890568573279717839e+02
3.728638337995357688e+01,1.308167228868364191e+03,3.728638337995357688e+01
1.171525888326852055e+03,1.329013295059642360e+03,1.171525888326852055e+03
1.173140328416130615e+03,1.420227234775211400e+00,1.173140328416130615e+03
2.500483763989022918e+02,1.331289381792299537e+03,2.500483763989022918e+02
nan,1.275371337099210905e+03,nan
1.140465060853129899e+03,1.332501881931173330e+03,1.140465060853129899e+03
1.173229290881276938e+03,1.327607966716777810e+03,1.173229290881276938e+03
3.692217751901353040e+01,1.042402213263675094e+03,3.692217751901353040e+01
1.446824090068662372e+01,1.332495615752363165e+03,1.446824090068662372e+01
1.173237291100178709e+03,9.376534481104717997e+02,1.173237291100178709e+03
8.794282172994787743e+02,1.107417740041774778e+03,8.794282172994787743e+02
1.160592783017973034e+03,1.310161200607797355e+03,1.160592783017973034e+03
8.979561849184802895e+02,4.319639947097201684e+02,8.979561849184802895e+02
nan,1.327326683446778588e+03,nan
1.172859129041457891e+03,1.332311199256495001e+03,1.172859129041457891e+03
8.733272629451282683e+02,1.331457471993399622e+03,8.733272629451282683e+02
7.630219372372471298e+02,3.291964665579776010e+02,7.630219372372471298e+02
6.528377493198784123e+02,6.019816131752095316e+02,6.528377493198784123e+02
2.353139665477201561e+02,1.306944387299005257e+03,2.353139665477201561e+02
9.561808494023443927e+01,6.929514084246417269e+02,9.561808494023443927e+01
1.173141210513796295e+03,1.327596519380906784e+03,1.173141210513796295e+03
1.173174234651930192e+03,3.270693486426482650e+02,1.173174234651930192e+03
1.173202407992717781e+03,6.518206716845703568e+02,1.173202407992717781e+03
1.167551167430992791e+03,1.323253954678552645e+03,1.167551167430992791e+03
7.304804064820710892e+02,7.989971876833136548e+02,7.304804064820710892e+02
8.994134816454758266e+02,2.339500419338478423e+02,8.994134816454758266e+02
4.858791534016157811e+02,1.327592211859709778e+03,4.858791534016157811e+02
3.528468385242526892e+02,1.329748370502281205e+03,3.528468385242526892e+02
2.892835816193478422e+02,1.332376993913354909e+03,2.892835816193478422e+02
6.021090773645887566e+02,5.786297559838047846e+02,6.021090773645887566e+02
1.172559514208497603e+03,1.323510126957262401e+03,1.172559514208497603e+03
1.162387205909264594e+03,5.008770647809133152e+02,1.162387205909264594e+03
1.141266187427213254e+03,1.331440761591595219e+03,1.141266187427213254e+03
6.965604777765271365e+02,2.322663663882444780e+02,6.965604777765271365e+02
1.167632429140502154e+03,1.280831106383277529e+03,1.167632429140502154e+03
1.172697520039695974e+03,5.620892310386390136e+02,1.172697520039695974e+03
7.933310866128567795e+01,1.330544274578178602e+03,7.933310866128567795e+01
1.459392999197351628e+02,1.316134525881831223e+03,1.459392999197351628e+02
1.138530786063714004e+03,3.719451917789702975e+02,1.138530786063714004e+03
1.820914426196375189e+02,1.324291664100862135e+03,1.820914426196375189e+02
1.173238791615078981e+03,1.404441040467684161e+02,1.173238791615078981e+03
1.173215274109402117e+03,1.332507607497083427e+03,1.173215274109402117e+03
1.673165919509850710e+02,1.699719338149650412e+02,1.673165919509850710e+02
4.628118872898344307e+02,1.331131617762300039e+03,4.628118872898344307e+02
1.170383463873321716e+03,1.330083200526031760e+03,1.170383463873321716e+03
5.387955463952952186e+02,1.305904968857972335e+03,5.387955463952952186e+02
8.930467459758787072e+02,4.786467998048919981e-01,8.930467459758787072e+02
2.061183184601673020e+02,1.311460648077265205e+03,2.061183184601673020e+02
1.168783585701353331e+03,1.332494562589805128e+03,1.168783585701353331e+03
1.167659623095006964e+03,1.303293018663562634e+03,1.167659623095006964e+03
7.558858083534717025e+02,7.757590284825780600e+02,7.558858083534717025e+02
1.167995231796091048e+03,1.330977973004639807e+03,1.167995231796091048e+03
1.158026452899563765e+03,1.281601169560955213e+03,1.158026452899563765e+03
1.173020955274251037e+03,1.331545166365468049e+03,1.173020955274251037e+03
1.163373397881765868e+03,1.326335519257655051e+03,1.163373397881765868e+03
6.447198033425647736e+02,1.332310504874000571e+03,6.447198033425647736e+02
1.121656573630437833e+03,2.146070159743821932e+02,1.121656573630437833e+03
1.172859651546914165e+03,1.330032434315757655e+03,1.172859651546914165e+03
1.161828172244934876e+03,1.231266966495491033e+02,1.161828172244934876e+03
1.171951345781545342e+03,1.332226874789448402e+03,1.171951345781545342e+03
5.631637638755612443e+02,2.143386397199205931e+02,5.631637638755612443e+02
1.164849203563444235e+03,1.331695373317405938e+03,1.164849203563444235e+03
1.153732700944442968e+03,6.991510398193837545e+02,1.153732700944442968e+03
5.857983428164282032e+02,1.324532404540443849e+03,5.857983428164282032e+02
1.163844446112445894e+03,5.168015444455567149e+02,1.163844446112445894e+03
1.171880489311230576e+03,1.327535927627703359e+03,1.171880489311230576e+03
1.170278032087554493e+03,1.315399831783897298e+03,1.170278032087554493e+03
1.141418427664331375e+03,1.332437275488616251e+03,1.141418427664331375e+03
1.171662132846330451e+03,1.320724658306937727e+03,1.171662132846330451e+03
1.173121676442832722e+03,1.319936444977172869e+03,1.173121676442832722e+03
1.169058363732324096e+03,7.440876155242810910e+02,1.169058363732324096e+03
1.170895847370606134e+03,1.332343838864931058e+03,1.170895847370606134e+03
1.806848634851270390e+02,1.332507861239261274e+03,1.806848634851270390e+02
1.173234379417465334e+03,1.332487022510386623e+03,1.173234379417465334e+03
1.165099199964525042e+03,1.332496311055423121e+03,1.165099199964525042e+03
1.173053041485266249e+03,1.332501454518438095e+03,1.173053041485266249e+03
1.171607339752967619e+03,1.328300636954716992e+03,1.171607339752967619e+03
1.163424222804931333e+03,1.326498124757857795e+03,1.163424222804931333e+03
1.145872586970887824e+03,1.319546613384570037e+03,1.145872586970887824e+03
1.172742067250792161e+03,2.372190882639415577e+00,1.172742067250792161e+03
3.975690760972838689e+01,1.321938050573039163e+03,3.975690760972838689e+01
6.955455885688866147e+01,1.283118461789967569e+03,6.955455885688866147e+01
1.169198817941601192e+03,8.622232406127458262e+02,1.169198817941601192e+03
1.141320701175190379e+03,1.332380762680228599e+03,1.141320701175190379e+03
7.224367233471230065e+01,1.575199272139639106e+01,7.224367233471230065e+01
3.670353580824439632e+00,3.907422368229163112e+00,3.670353580824439632e+00
1.791713077770298241e+02,7.395864773964965480e+02,1.791713077770298241e+02
nan,1.331740996599192613e+03,nan
9.272293420596952274e+00,nan,9.272293420596952274e+00
1.171597678366311584e+03,1.328571441464162945e+03,1.171597678366311584e+03
9.234121878644950812e+02,4.590729956496807063e+02,9.234121878644950812e+02
2.968010111353055436e+01,7.595098884396929861e+01,2.968010111353055436e+01
1.592030006172306003e+02,4.808795428903704305e+01,1.592030006172306003e+02
1.163878191286091351e+03,1.332314542660393272e+03,1.163878191286091351e+03
1.170011844146161366e+03,1.316412530788473532e+03,1.170011844146161366e+03
9.111612574818967687e+02,nan,9.111612574818967687e+02
5.188041576693876777e+00,nan,5.188041576693876777e+00
2.161472513195084275e+02,5.682811388761775788e+02,2.161472513195084275e+02
1.173228187462578944e+03,1.315184857270620341e+03,1.173228187462578944e+03
8.827196917062929060e+01,1.294155837453082995e+03,8.827196917062929060e+01
1.164613998012900083e+03,2.431053879285152561e+02,1.164613998012900083e+03
1.169837179340072453e+03,5.361427508191605966e+02,1.169837179340072453e+03
1.168054790691063090e+03,1.332460526389296774e+03,1.168054790691063090e+03
4.316914930993558528e+02,1.323004410146796317e+03,4.316914930993558528e+02
1.152629240724177862e+03,8.584432663827365104e+02,1.152629240724177862e+03
1.170124360658816386e+03,1.321775557530649166e+03,1.170124360658816386e+03
1.163791815832829798e+03,1.332500065393384602e+03,1.163791815832829798e+03
6.464388564594391937e+02,1.270604149002957683e+03,6.464388564594391937e+02
1.171150411800332677e+03,1.331934280640462930e+03,1.171150411800332677e+03
1.150129600670470609e+03,2.988478299771486490e+01,1.150129600670470609e+03
1.169212070518780820e+03,8.670243987461873303e+02,1.169212070518780820e+03
1.169949431163811823e+03,1.332430012477478385e+03,1.169949431163811823e+03
7.496413686216150154e+02,1.332427935828867703e+03,7.496413686216150154e+02
1.165860318965185343e+03,7.410367810877487500e+02,1.165860318965185343e+03
1.168366478907570809e+03,1.325095627502124898e+03,1.168366478907570809e+03
1.122216925277471091e+03,1.315852035319413744e+03,1.122216925277471091e+03
1.171362637905156816e+03,3.751875939604133237e+00,1.171362637905156816e+03
5.700506826983689734e+02,9.044652772845768141e+02,5.700506826983689734e+02
1.172016118526111313e+03,1.330232893451865039e+03,1.172016118526111313e+03
1.166945470153465521e+03,1.199481256372313510e+03,1.166945470153465521e+03
nan,7.350792673822982124e+02,nan
1.153212666939299424e+03,6.252647394393867444e+02,1.153212666939299424e+03
1.146288830173811903e+03,1.332479401379176352e+03,1.146288830173811903e+03
1.171612433551226104e+03,1.329989155239374213e+03,1.171612433551226104e+03
1.169910888550593199e+03,1.101314116790221760e+03,1.169910888550593199e+03
1.131510226060037439e+03,1.329645142051698258e+03,1.131510226060037439e+03
9.693343958394708579e+02,1.329162607304263020e+03,9.693343958394708579e+02
1.165186085440157967e+03,1.305503387398909581e+03,1.165186085440157967e+03
1.037178372678994492e+03,7.519528809074241735e+02,1.037178372678994492e+03
1.148219685245977871e+03,1.307983369870356682e+03,1.148219685245977871e+03
1.164965352421218313e+03,1.316018518762359008e+03,1.164965352421218313e+03
1.164439679551787776e+03,nan,1.164439679551787776e+03
3.154546886576531506e+02,1.332470165747267629e+03,3.154546886576531506e+02
1.154339220617490582e+03,8.102528018657267239e+01,1.154339220617490582e+03
5.502530435718311992e+02,1.318812950135851224e+03,5.502530435718311992e+02
1.165009286476104080e+03,9.669657157732672204e+00,1.165009286476104080e+03
1.166704336753586631e+03,9.726988750839045679e+02,1.166704336753586631e+03
1.172175901796714243e+03,1.088347309061364740e+03,1.172175901796714243e+03
1.172968459312194454e+03,3.420000267523688535e+02,1.172968459312194454e+03
1.829735211441879983e+01,2.962981317919786761e+02,1.829735211441879983e+01
1.981839300772677461e+02,1.332341084219067625e+03,1.981839300772677461e+02
1.173075975623673230e+03,1.327221378561579741e+03,1.173075975623673230e+03
7.587301233595976555e+02,1.330140306559312648e+03,7.587301233595976555e+02
1.147459508187424717e+03,1.330472304979517503e+03,1.147459508187424717e+03
1.173038869152984262e+03,1.331305162661108625e+03,1.173038869152984262e+03
1.786482631336776876e+02,5.095549460009405038e+02,1.786482631336776876e+02
6.616690276003510007e+00,7.059227675040347094e-02,6.616690276003510007e+00
1.518783922354037941e+02,1.332279694621578528e+03,1.518783922354037941e+02
2.619367333958435893e+02,1.328457611445521479e+03,2.619367333958435893e+02
1.172959072962659093e+03,1.326662435593529608e+03,1.172959072962659093e+03
1.166375078173028669e+03,3.710136921230073312e+02,1.166375078173028669e+03
1.154671387550812597e+03,1.326161153333137236e+03,1.154671387550812597e+03
1.143933690156134162e+03,1.328782962937040793e+03,1.143933690156134162e+03
5.189178672970649586e+02,8.824803577349939587e+01,5.189178672970649586e+02
1.128634519875406795e+03,1.332423362301023417e+03,1.128634519875406795e+03
1.161588212680193237e+03,1.319626162027636383e+03,1.161588212680193237e+03
9.584023254587424390e+02,1.309392922761510818e+03,9.584023254587424390e+02
5.192111473207726249e+02,1.055580223464626442e+03,5.192111473207726249e+02
1.165064921528644845e+03,1.330421281200345447e+03,1.165064921528644845e+03
1.173238017833935373e+03,1.329044530840338894e+03,1.173238017833935373e+03
1.173184336422808428e+03,2.415084349097469385e+00,1.173184336422808428e+03
3.450547914700779302e+02,7.415971639487673883e+02,3.450547914700779302e+02
1.148893141196108445e+03,1.331136155537638842e+03,1.148893141196108445e+03
1.172822331419859438e+03,4.377214802756653853e+02,1.172822331419859438e+03
1.172656908446912212e+03,4.842868490463933995e+01,1.172656908446912212e+03
2.499724403219231590e+02,1.328950915519215641e+03,2.499724403219231590e+02
3.043549903461523627e+02,1.329689373033664879e+03,3.043549903461523627e+02
9.627629890273033197e+01,1.331226837087822560e+03,9.627629890273033197e+01
1.134710736271458472e+03,1.331530905900283642e+03,1.134710736271458472e+03
1.147679086346881832e+03,3.035630519060663346e+02,1.147679086346881832e+03
7.687845881821172043e+02,4.063565755467190002e+02,7.687845881821172043e+02
1.173237656363201950e+03,1.324050719772988032e+03,1.173237656363201950e+03
1.167575860199865929e+03,1.332269812774881757e+03,1.167575860199865929e+03
3.544241845093461052e+02,1.330800679297209399e+03,3.544241845093461052e+02
5.963623448543964969e+02,1.328151481657766908e+03,5.963623448543964969e+02
1.156907896412038326e+03,1.308348119595718344e+03,1.156907896412038326e+03
7.499118528528779279e+02,1.295168846186936889e+03,7.499118528528779279e+02
5.642884465597892358e+02,1.330228375338011574e+03,5.642884465597892358e+02
1.171688809845056767e+03,7.388523515582417076e+02,1.171688809845056767e+03
1.154217549539392621e+03,1.294149945727322120e+02,1.154217549539392621e+03
6.661995001664831761e+02,2.003580795654515896e+02,6.661995001664831761e+02
1.707463667206902755e+02,1.126896056432181012e+03,1.707463667206902755e+02
8.219946343207720929e+01,1.314445752453930709e+03,8.219946343207720929e+01
1.171340774521921276e+03,6.414492376854491340e+02,1.171340774521921276e+03
1.173194001060523760e+03,1.331990623337334682e+03,1.173194001060523760e+03
1.154116229858125735e+03,1.320769953929361918e+03,1.154116229858125735e+03
1.171729057726261317e+03,7.658295995733872132e+02,1.171729057726261317e+03
1.593826957259807386e+00,5.529225290513818436e+02,1.593826957259807386e+00
2.986711778175640575e+01,1.319879565009463022e+03,2.986711778175640575e+01
1.168190301722721188e+03,4.315328076229047838e+02,1.168190301722721188e+03
5.329637991297469171e+02,1.329203437540330242e+03,5.329637991297469171e+02
1.172955772514270393e+03,2.243446147782804019e+02,1.172955772514270393e+03
1.167747545516991295e+03,1.329475914729756596e+03,1.167747545516991295e+03
1.149320040459219626e+03,1.332372132176762989e+03,1.149320040459219626e+03
1.173176806320927653e+03,1.331779552961128275e+03,1.173176806320927653e+03
1.165825710594567681e+03,8.290766180046866793e+02,1.165825710594567681e+03
1.172164783519599723e+03,3.630293755372227906e+02,1.172164783519599723e+03
1.168751466102224413e+03,nan,1.168751466102224413e+03
1.170905864704310943e+03,1.318910472945391575e+03,1.170905864704310943e+03
1.172133390172321015e+03,4.464225871789994926e+02,1.172133390172321015e+03
1.170621398306266656e+03,8.596159580829652214e+02,1.170621398306266656e+03
1.172951631338557945e+03,1.409798709566396155e+02,1.172951631338557945e+03
1.170767368929830582e+03,1.330485733534052542e+03,1.170767368929830582e+03
1.173239843184612937e+03,nan,1.173239843184612937e+03
1.173083260918548376e+03,1.332498193350806787e+03,1.173083260918548376e+03
4.358113433461468276e+02,1.315968096546823745e+03,4.358113433461468276e+02
3.593866668988478068e+02,1.306590068276181455e+03,3.593866668988478068e+02
1.139034681570962221e+03,3.982396055028683577e+02,1.139034681570962221e+03
1.173102986970821576e+03,1.658847593327632239e+02,1.173102986970821576e+03
1.145657282117334489e+03,1.329719931141652751e+03,1.145657282117334489e+03
3.214447996387249304e+02,1.331678909011574888e+03,3.214447996387249304e+02
5.864295600908890265e+02,1.310128460124100457e+03,5.864295600908890265e+02
1.172138250736345526e+03,4.776929874313697155e+02,1.172138250736345526e+03
7.888328965077771500e+02,2.619057978088205800e+02,7.888328965077771500e+02
1.171454617818428915e+03,7.947568789967028806e+02,1.171454617818428915e+03
4.083746181134938524e+01,1.303486813278973841e+03,4.083746181134938524e+01
1.173209040416318885e+03,5.365785612785829244e+02,1.173209040416318885e+03
1.173194875517045830e+03,1.191003851388832118e+02,1.173194875517045830e+03
1.469734350880594320e+01,1.332473208685868258e+03,1.469734350880594320e+01
1.165235360156444813e+03,1.327105754829090074e+03,1.165235360156444813e+03
1.173144415734401719e+03,1.332442894821232358e+03,1.173144415734401719e+03
9.427549035403044400e+02,3.168212595458776377e+02,9.427549035403044400e+02
1.172728202410942004e+03,1.310936857630318855e+03,1.172728202410942004e+03
2.431196886586207029e+02,1.316917993554336135e+03,2.431196886586207029e+02
nan,1.331144790496275164e+03,nan
1.172966930330148898e+03,1.332462904276409063e+03,1.172966930330148898e+03
1.165636966013887786e+03,6.272367447331112089e+02,1.165636966013887786e+03
1.152488124409894681e+03,1.332184301746862502e+03,1.152488124409894681e+03
1.173110312774181693e+03,1.308626143263147242e+03,1.173110312774181693e+03
1.171669870157058085e+03,1.329936166999752004e+03,1.171669870157058085e+03
1.781114469631279462e+01,1.926319628943563202e+02,1.781114469631279462e+01
1.173152320433705881e+03,1.331558179486834433e+03,1.173152320433705881e+03
1.172639613278902743e+03,5.537673684841956856e+01,1.172639613278902743e+03
7.590138363179632961e+02,1.321675796049785731e+03,7.590138363179632961e+02
1.160731176978713393e+03,1.331974184677786980e+03,1.160731176978713393e+03
7.253284821058103944e+02,1.332062794692402122e+03,7.253284821058103944e+02
8.464113988791754082e+02,1.292119968352623800e+03,8.464113988791754082e+02
1.171023992438714686e+03,1.312470206425348124e+03,1.171023992438714686e+03
1.147475579202900690e+03,1.322913544957813656e+03,1.147475579202900690e+03
2.292456529135495202e+02,8.484598944055364882e+02,2.292456529135495202e+02
1.155714059279794583e+03,nan,1.155714059279794583e+03
1.059993094564488274e+02,6.582299069016459043e+02,1.059993094564488274e+02
1.153955337057655925e+03,1.331398799266393098e+03,1.153955337057655925e+03
5.553404641721959933e+02,1.922434815714984779e+02,5.553404641721959933e+02
1.169386289581407482e+03,3.555310365633479250e+02,1.169386289581407482e+03
4.702146664162675052e+02,1.332472120636530917e+03,4.702146664162675052e+02
9.365342382234580327e+02,1.325865045579353591e+03,9.365342382234580327e+02
1.172440889934984853e+03,1.598934074626117763e+02,1.172440889934984853e+03
5.497954728332092600e+01,9.266780540703095994e+02,5.497954728332092600e+01
1.172476011380794262e+03,1.332429229648780165e+03,1.172476011380794262e+03
1.165777485351519545e+03,1.332477232744890443e+03,1.165777485351519545e+03
1.170952623074031862e+03,7.139385328931633694e+02,1.170952623074031862e+03
1.172783126077981024e+03,3.108548210949584245e+01,1.172783126077981024e+03
6.417429946722858176e+02,8.342691512600422357e+02,6.417429946722858176e+02
4.445221618490525088e+02,2.231567278995398738e+02,4.445221618490525088e+02
4.950400667898773008e+02,1.317430457626916450e+03,4.950400667898773008e+02
3.073624080552962141e+02,1.332506531555378615e+03,3.073624080552962141e+02
